,name,cmc,colors,subtypes,rarity,power,toughness
3174,Strefan Maurer Progenitor,4.0,"['B', 'R']","['Vampire', 'Noble']",Mythic,3,2
3177,Richard Garfield Ph.D.,5.0,['U'],"['Human', 'Designer']",Rare,2,2
3330,Krond the Dawn-Clad,6.0,"['G', 'W']",['Archon'],Mythic,6,6
3332,Thromok the Insatiable,5.0,"['G', 'R']",['Hellion'],Mythic,0,0
3377,Mageta the Lion,5.0,['W'],"['Human', 'Spellshaper']",Rare,3,3
3378,Alexi Zephyr Mage,5.0,['U'],"['Human', 'Spellshaper']",Rare,3,3
3379,Greel Mind Raker,5.0,['B'],"['Horror', 'Spellshaper']",Rare,3,3
3380,Latulla Keldon Overseer,5.0,['R'],"['Human', 'Spellshaper']",Rare,3,3
3381,Jolrael Empress of Beasts,5.0,['G'],"['Human', 'Spellshaper']",Rare,3,3
3382,Jaya Ballard Task Mage,3.0,['R'],"['Human', 'Spellshaper']",Rare,2,2
3622,Zacama Primal Calamity,9.0,"['G', 'R', 'W']","['Elder', 'Dinosaur']",Mythic,9,9
3668,Moraug Fury of Akoum,6.0,['R'],"['Minotaur', 'Warrior']",Mythic,6,6
3674,Crovax Ascendant Hero,6.0,['W'],"['Human', 'Noble']",Rare,4,4
3676,Mirri the Cursed,4.0,['B'],"['Vampire', 'Cat']",Rare,3,2
3705,Ith High Arcanist,7.0,"['U', 'W']","['Human', 'Wizard']",Rare,3,5
3724,Niv-Mizzet Reborn,5.0,"['B', 'G', 'R', 'U', 'W']","['Dragon', 'Avatar']",Mythic,6,6
3726,Uro Titan of Nature's Wrath,3.0,"['G', 'U']","['Elder', 'Giant']",Mythic,6,6
3732,Olivia Mobilized for War,3.0,"['B', 'R']","['Vampire', 'Knight']",Mythic,3,3
3739,Llawan Cephalid Empress,4.0,['U'],"['Cephalid', 'Noble']",Rare,2,3
3762,Starke of Rath,3.0,['R'],"['Human', 'Rogue']",Rare,2,2
3772,Admiral Beckett Brass,4.0,"['B', 'R', 'U']","['Human', 'Pirate']",Mythic,3,3
3782,Linvala Shield of Sea Gate,3.0,"['U', 'W']","['Angel', 'Wizard']",Rare,3,3
3793,Ertai the Corrupted,5.0,"['B', 'U', 'W']","['Phyrexian', 'Human', 'Wizard']",Rare,3,4
3804,Mishra Artificer Prodigy,4.0,"['B', 'R', 'U']","['Human', 'Artificer']",Rare,4,4
3806,Tahngarth Talruum Hero,5.0,['R'],"['Minotaur', 'Warrior']",Rare,4,4
3808,Nemata Grove Guardian,6.0,['G'],['Treefolk'],Rare,4,5
4017,Tetzimoc Primal Death,6.0,['B'],"['Elder', 'Dinosaur']",Rare,6,6
4024,Azor the Lawbringer,6.0,"['U', 'W']",['Sphinx'],Mythic,6,6
4026,Kumena Tyrant of Orazca,3.0,"['G', 'U']","['Merfolk', 'Shaman']",Mythic,2,4
4038,Kiyomaro First to Stand,5.0,['W'],['Spirit'],Rare,*,*
4055,Anthousa Setessan Hero,5.0,['G'],"['Human', 'Warrior']",Rare,4,5
4089,Lavinia Azorius Renegade,2.0,"['U', 'W']","['Human', 'Soldier']",Rare,2,2
4090,Thryx the Sudden Storm,5.0,['U'],"['Elemental', 'Giant']",Rare,4,5
4091,Kunoros Hound of Athreos,3.0,"['B', 'W']",['Dog'],Rare,3,3
4092,Gallia of the Endless Dance,2.0,"['G', 'R']",['Satyr'],Rare,2,2
4093,Polukranos Unchained,4.0,"['B', 'G']","['Zombie', 'Hydra']",Mythic,0,0
4094,Haktos the Unscarred,4.0,"['R', 'W']","['Human', 'Warrior']",Rare,6,1
4095,Atris Oracle of Half-Truths,4.0,"['B', 'U']","['Human', 'Advisor']",Rare,3,2
4096,Dalakos Crafter of Wonders,3.0,"['R', 'U']","['Merfolk', 'Artificer']",Rare,2,4
4097,Kroxa Titan of Death's Hunger,2.0,"['B', 'R']","['Elder', 'Giant']",Mythic,6,6
4143,Omnath Locus of Creation,4.0,"['G', 'R', 'U', 'W']",['Elemental'],Mythic,4,4
4144,Phylath World Sculptor,6.0,"['G', 'R']",['Elemental'],Rare,5,5
4145,Orah Skyclave Hierophant,4.0,"['B', 'W']","['Kor', 'Cleric']",Rare,3,3
4146,Charix the Raging Isle,4.0,['U'],"['Leviathan', 'Crab']",Rare,0,17
4147,Drana the Last Bloodchief,5.0,['B'],"['Vampire', 'Cleric']",Mythic,4,4
4148,Taborax Hope's Demise,3.0,['B'],"['Demon', 'Cleric']",Rare,2,2
4149,Ashaya Soul of the Wild,5.0,['G'],['Elemental'],Mythic,*,*
4150,Tazri Beacon of Unity,5.0,['W'],"['Human', 'Warrior']",Mythic,4,6
4151,Kaza Roil Chaser,2.0,"['R', 'U']","['Human', 'Wizard']",Rare,1,2
4152,Akiri Fearless Voyager,3.0,"['R', 'W']","['Kor', 'Warrior']",Rare,3,3
4153,Zareth San the Trickster,5.0,"['B', 'U']","['Merfolk', 'Rogue']",Rare,4,4
4155,Zagras Thief of Heartbeats,6.0,"['B', 'R']","['Vampire', 'Rogue']",Rare,4,4
4156,Yasharn Implacable Earth,4.0,"['G', 'W']","['Elemental', 'Boar']",Rare,4,4
4157,Verazol the Split Current,2.0,"['G', 'U']",['Serpent'],Rare,0,0
4158,Grakmaw Skyclave Ravager,3.0,"['B', 'G']","['Hydra', 'Horror']",Rare,0,0
4159,Obuun Mul Daya Ancestor,4.0,"['G', 'R', 'W']","['Elf', 'Spirit']",Mythic,3,3
4160,Anowon the Ruin Thief,4.0,"['B', 'U']","['Vampire', 'Rogue']",Mythic,2,4
4294,Mavinda Students' Advocate,3.0,['W'],"['Bird', 'Advisor']",Mythic,2,3
4303,Shaile Dean of Radiance // Embrose Dean of Shadow,2.0,['W'],"['Bird', 'Cleric']",Rare,1,1
4305,Valentin Dean of the Vein // Lisette Dean of the Root,1.0,['B'],"['Vampire', 'Warlock']",Rare,1,1
4307,Kianne Dean of Substance // Imbraham Dean of Theory,3.0,['G'],"['Elf', 'Druid']",Rare,2,2
4309,Uvilda Dean of Perfection // Nassari Dean of Expression,3.0,['U'],"['Djinn', 'Wizard']",Rare,2,2
4311,Plargg Dean of Chaos // Augusta Dean of Order,2.0,['R'],"['Orc', 'Shaman']",Rare,2,2
4315,Hofri Ghostforge,5.0,"['R', 'W']","['Dwarf', 'Cleric']",Mythic,4,5
4323,Extus Oriq Overlord // Awaken the Blood Avatar,4.0,"['B', 'W']","['Human', 'Warlock']",Mythic,2,4
4325,Blex Vexing Pest // Search for Blex,3.0,['G'],['Pest'],Mythic,3,2
4326,Jadzi Oracle of Arcavios // Journey to the Oracle,8.0,['U'],"['Human', 'Wizard']",Mythic,5,5
4327,Mila Crafty Companion // Lukka Wayward Bonder,3.0,['W'],['Fox'],Mythic,2,3
4328,Shadrix Silverquill,5.0,"['B', 'W']","['Elder', 'Dragon']",Mythic,2,5
4329,Beledros Witherbloom,7.0,"['B', 'G']","['Elder', 'Dragon']",Mythic,4,4
4330,Tanazir Quandrix,5.0,"['G', 'U']","['Elder', 'Dragon']",Mythic,4,4
4331,Galazeth Prismari,4.0,"['R', 'U']","['Elder', 'Dragon']",Mythic,3,4
4332,Velomachus Lorehold,7.0,"['R', 'W']","['Elder', 'Dragon']",Mythic,5,5
4333,Codie Vociferous Codex,3.0,['UC'],['Construct'],Rare,1,4
4365,Rhoda Geist Avenger,4.0,['W'],"['Human', 'Soldier']",Rare,3,3
4366,Timin Youthful Geist,5.0,['U'],['Spirit'],Rare,3,4
4404,Jaxis the Troublemaker,4.0,['R'],"['Human', 'Warrior']",Rare,2,3
4444,Nikya of the Old Ways,5.0,"['G', 'R']","['Centaur', 'Druid']",Rare,5,5
4445,Rakdos the Showstopper,6.0,"['B', 'R']",['Demon'],Mythic,6,6
4446,Teysa Karlov,4.0,"['B', 'W']","['Human', 'Advisor']",Rare,2,4
4457,Stonebrow Krosan Hero,5.0,"['G', 'R']","['Centaur', 'Warrior']",Rare,4,4
4463,God-Eternal Oketra,5.0,['W'],"['Zombie', 'God']",Mythic,3,6
4464,God-Eternal Kefnet,4.0,['U'],"['Zombie', 'God']",Mythic,4,5
4465,God-Eternal Bontu,5.0,['B'],"['Zombie', 'God']",Mythic,5,6
4466,God-Eternal Rhonas,5.0,['G'],"['Zombie', 'God']",Mythic,5,5
4482,Giada Font of Hope,2.0,['W'],['Angel'],Rare,2,2
4484,Errant Street Artist,1.0,['U'],"['Human', 'Rogue']",Rare,0,3
4488,Urabrask Heretic Praetor,5.0,['R'],"['Phyrexian', 'Praetor']",Mythic,4,4
4490,Evelyn the Covetous,5.0,"['B', 'R', 'U']","['Vampire', 'Rogue']",Rare,2,5
4492,Falco Spara Pactweaver,4.0,"['G', 'U', 'W']","['Bird', 'Demon']",Mythic,3,3
4494,Jetmir Nexus of Revels,4.0,"['G', 'R', 'W']","['Cat', 'Demon']",Mythic,5,4
4496,Jinnie Fay Jetmir's Second,3.0,"['G', 'R', 'W']","['Elf', 'Druid']",Rare,3,3
4498,Lord Xander the Collector,7.0,"['B', 'R', 'U']","['Vampire', 'Demon', 'Noble']",Mythic,6,6
4500,Ognis the Dragon's Lash,4.0,"['B', 'G', 'R']","['Viashino', 'Warrior']",Rare,3,3
4502,Raffine Scheming Seer,3.0,"['B', 'U', 'W']","['Sphinx', 'Demon']",Mythic,1,4
4504,Rigo Streetwise Mentor,3.0,"['G', 'U', 'W']","['Cat', 'Citizen']",Rare,2,2
4506,Toluz Clever Conductor,3.0,"['B', 'U', 'W']","['Human', 'Rogue']",Rare,3,1
4508,Ziatora the Incinerator,6.0,"['B', 'G', 'R']","['Demon', 'Dragon']",Mythic,6,6
4510,Archangel Avacyn // Avacyn the Purifier,5.0,['W'],['Angel'],Mythic,4,4
4516,Westvale Abbey // Ormendahl Profane Prince,0.0,['B'],['Demon'],Rare,9,7
4556,Nightmare Moon // Princess Luna,6.0,['B'],['Alicorn'],Mythic,6,6
4558,Princess Twilight Sparkle,2.0,"['U', 'W']",['Alicorn'],Mythic,2,2
4559,Rarity,3.0,"['U', 'W']",['Unicorn'],Mythic,2,2
4582,Huang Zhong Shu General,4.0,['W'],"['Human', 'Soldier']",Rare,2,3
4585,"Pang Tong ""Young Phoenix""",3.0,['W'],"['Human', 'Advisor']",Rare,1,2
4587,Zhao Zilong Tiger General,5.0,['W'],"['Human', 'Soldier', 'Warrior']",Rare,3,3
4588,Lady Sun,3.0,['U'],"['Human', 'Advisor']",Rare,1,1
4590,Lu Su Wu Advisor,5.0,['U'],"['Human', 'Advisor']",Rare,1,2
4594,Zhou Yu Chief Commander,7.0,['U'],"['Human', 'Soldier']",Rare,8,8
4595,Zhuge Jin Wu Strategist,3.0,['U'],"['Human', 'Advisor']",Rare,1,1
4596,Cao Cao Lord of Wei,5.0,['B'],"['Human', 'Soldier']",Rare,3,3
4597,Cao Ren Wei Commander,4.0,['B'],"['Human', 'Soldier', 'Warrior']",Rare,3,3
4598,Sima Yi Wei Field Marshal,6.0,['B'],"['Human', 'Soldier']",Rare,*,4
4600,Xun Yu Wei Advisor,3.0,['B'],"['Human', 'Advisor']",Rare,1,1
4601,Zhang He Wei General,5.0,['B'],"['Human', 'Soldier']",Rare,4,2
4602,Zhang Liao Hero of Hefei,6.0,['B'],"['Human', 'Soldier']",Rare,3,3
4606,Ma Chao Western Warrior,5.0,['R'],"['Human', 'Soldier', 'Warrior']",Rare,3,3
4607,Yuan Shao the Indecisive,5.0,['R'],"['Human', 'Soldier']",Rare,2,3
4609,Lady Zhurong Warrior Queen,5.0,['G'],"['Human', 'Soldier', 'Warrior']",Rare,4,3
4611,Zuo Ci the Mocking Sage,3.0,['G'],"['Human', 'Advisor']",Rare,1,2
4644,Tomik Distinguished Advokist,2.0,['W'],"['Human', 'Advisor']",Rare,2,3
4650,Massacre Girl,5.0,['B'],"['Human', 'Assassin']",Rare,4,4
4651,Ilharg the Raze-Boar,5.0,['R'],"['Boar', 'God']",Mythic,6,6
4656,Feather the Redeemed,3.0,"['R', 'W']",['Angel'],Rare,3,4
4660,Storrev Devkarin Lich,4.0,"['B', 'G']","['Zombie', 'Elf', 'Wizard']",Rare,5,4
4662,Tolsimir Friend to Wolves,5.0,"['G', 'W']","['Elf', 'Scout']",Rare,3,3
4666,Mavren Fein Dusk Apostle,3.0,['W'],"['Vampire', 'Cleric']",Rare,2,2
4668,Kopala Warden of Waves,3.0,['U'],"['Merfolk', 'Wizard']",Rare,2,2
4673,Gishath Sun's Avatar,8.0,"['G', 'R', 'W']","['Dinosaur', 'Avatar']",Mythic,7,6
4674,Tishana Voice of Thunder,7.0,"['G', 'U']","['Merfolk', 'Shaman']",Mythic,*,*
4675,Vona Butcher of Magan,5.0,"['B', 'W']","['Vampire', 'Knight']",Mythic,4,4
4819,Prime Speaker Vannifar,4.0,"['G', 'U']","['Elf', 'Ooze', 'Wizard']",Mythic,2,4
4823,The Haunt of Hightower,6.0,['B'],['Vampire'],Mythic,3,3
4852,Karona False God,6.0,"['B', 'G', 'R', 'U', 'W']",['Avatar'],Rare,5,5
4856,Sygg River Cutthroat,2.0,"['B', 'U']","['Merfolk', 'Rogue']",Rare,1,3
4886,Rick Steadfast Leader,4.0,['W'],"['Human', 'Soldier']",Mythic,3,4
4887,Daryl Hunter of Walkers,4.0,"['G', 'R']","['Human', 'Archer']",Mythic,4,4
4888,Glenn the Voice of Calm,3.0,"['U', 'W']","['Human', 'Advisor']",Mythic,1,3
4889,Michonne Ruthless Survivor,5.0,"['B', 'G']","['Human', 'Warrior']",Mythic,3,3
4890,Negan the Cold-Blooded,5.0,"['B', 'R', 'W']","['Human', 'Rogue']",Mythic,4,3
4916,Sophina Spearsage Deserter,4.0,"['R', 'W']","['Human', 'Soldier']",Rare,4,4
4917,Hargilde Kindly Runechanter,4.0,"['U', 'W']",['Human'],Rare,2,3
4918,Cecily Haunted Mage,4.0,"['B', 'R', 'U']","['Human', 'Wizard']",Rare,3,5
4919,Bjorna Nightfall Alchemist,2.0,"['R', 'U']",['Human'],Rare,1,3
4920,Elmar Ulvenwald Informant,3.0,"['G', 'R']",['Human'],Rare,3,2
4921,Othelm Sigardian Outcast,3.0,"['G', 'W']",['Human'],Rare,2,2
4922,Wernog Rider's Chaplain,2.0,"['B', 'W']",['Human'],Rare,1,2
4923,Zndrsplt Eye of Wisdom // Zndrsplt Eye of Wisdom,5.0,['U'],['Homunculus'],Rare,1,4
4927,Okaun Eye of Chaos // Okaun Eye of Chaos,5.0,['R'],"['Cyclops', 'Berserker']",Rare,3,3
4933,Baldin Century Herdmaster,6.0,['W'],"['Human', 'Warrior']",Rare,0,7
4934,Vikya Scorching Stalwart,3.0,['W'],"['Human', 'Warrior']",Rare,2,4
4935,Aisha of Sparks and Smoke,3.0,['R'],"['Human', 'Warrior']",Rare,4,2
4936,The Howling Abomination,5.0,"['G', 'R']","['Human', 'Beast', 'Warrior']",Rare,5,5
4937,Zethi Arcane Blademaster,3.0,"['U', 'W']","['Human', 'Soldier']",Rare,3,3
4938,Tadeas Juniper Ascendant,4.0,"['G', 'W']","['Human', 'Monk']",Rare,1,3
4939,Immard the Stormcleaver,4.0,"['R', 'U', 'W']","['Human', 'Soldier']",Rare,4,4
4940,Maarika Brutal Gladiator,5.0,"['B', 'G', 'R']","['Human', 'Warrior']",Rare,7,4
4984,Ulamog the Ceaseless Hunger // Ulamog the Ceaseless Hunger,10.0,['UC'],['Eldrazi'],Mythic,10,10
4986,Etali Primal Storm // Etali Primal Storm,6.0,['R'],"['Elder', 'Dinosaur']",Rare,6,6
4988,Ghalta Primal Hunger // Ghalta Primal Hunger,12.0,['G'],"['Elder', 'Dinosaur']",Rare,12,12
5022,Cormela Glamour Thief,4.0,"['B', 'R', 'U']","['Vampire', 'Rogue']",Uncommon,2,4
5027,Lagrella the Magpie,3.0,"['G', 'U', 'W']","['Human', 'Soldier']",Uncommon,2,3
5029,Mr. Orfeo the Boulder,4.0,"['B', 'G', 'R']","['Rhino', 'Warrior']",Uncommon,2,4
5030,A-Mr. Orfeo the Boulder,4.0,"['B', 'G', 'R']","['Rhino', 'Warrior']",Uncommon,3,4
5032,Queza Augur of Agonies,4.0,"['B', 'U', 'W']","['Cephalid', 'Advisor']",Uncommon,3,4
5033,A-Queza Augur of Agonies,4.0,"['B', 'U', 'W']","['Cephalid', 'Advisor']",Uncommon,3,4
5036,Rocco Cabaretti Caterer,3.0,"['G', 'R', 'W']","['Elf', 'Druid']",Uncommon,3,1
5092,Cloudhoof Kirin,5.0,['U'],"['Kirin', 'Spirit']",Rare,4,4
5093,Erayo Soratami Ascendant // Erayo's Essence,2.0,['U'],"['Moonfolk', 'Monk']",Rare,1,1
5094,Kaho Minamo Historian,4.0,['U'],"['Human', 'Wizard']",Rare,2,2
5097,Soramaro First to Dream,6.0,['U'],['Spirit'],Rare,*,*
5098,Akuta Born of Ash,4.0,['B'],['Spirit'],Rare,3,2
5099,Infernal Kirin,4.0,['B'],"['Kirin', 'Spirit']",Rare,3,3
5100,Kagemaro First to Suffer,5.0,['B'],"['Demon', 'Spirit']",Rare,*,*
5101,Kuon Ogre Ascendant // Kuon's Essence,3.0,['B'],"['Ogre', 'Monk']",Rare,2,4
5102,Maga Traitor to Mortals,3.0,['B'],"['Human', 'Wizard']",Rare,0,0
5103,Adamaro First to Desire,3.0,['R'],['Spirit'],Rare,*,*
5104,Homura Human Ascendant // Homura's Essence,6.0,['R'],"['Human', 'Monk']",Rare,4,4
5105,Iizuka the Ruthless,5.0,['R'],"['Human', 'Samurai']",Rare,3,3
5106,Jiwari the Earth Aflame,5.0,['R'],['Spirit'],Rare,3,3
5107,Skyfire Kirin,4.0,['R'],"['Kirin', 'Spirit']",Rare,3,3
5109,Ayumi the Last Visitor,5.0,['G'],['Spirit'],Rare,7,3
5110,Bounteous Kirin,7.0,['G'],"['Kirin', 'Spirit']",Rare,4,4
5111,Masumaro First to Live,6.0,['G'],['Spirit'],Rare,*,*
5113,Sasaya Orochi Ascendant // Sasaya's Essence,3.0,['G'],"['Snake', 'Monk']",Rare,2,3
5114,Sekki Seasons' Guide,8.0,['G'],['Spirit'],Rare,0,0
5115,Iname as One,12.0,"['B', 'G']",['Spirit'],Rare,8,8
5120,Crovax the Cursed,4.0,['B'],"['Vampire', 'Noble']",Rare,0,0
5138,Dina Soul Steeper,2.0,"['B', 'G']","['Dryad', 'Druid']",Uncommon,1,3
5141,Killian Ink Duelist,2.0,"['B', 'W']","['Human', 'Warlock']",Uncommon,2,2
5142,Quintorius Field Historian,5.0,"['R', 'W']","['Elephant', 'Cleric']",Uncommon,2,4
5143,Rootha Mercurial Artist,3.0,"['R', 'U']","['Orc', 'Shaman']",Uncommon,1,4
5146,A-Tanazir Quandrix,5.0,"['G', 'U']","['Elder', 'Dragon']",Mythic,5,5
5148,Zimone Quandrix Prodigy,2.0,"['G', 'U']","['Human', 'Wizard']",Uncommon,1,2
5177,Alirios Enraptured,3.0,['U'],['Human'],Uncommon,2,3
5181,Eutropia the Twice-Favored,3.0,"['G', 'U']","['Human', 'Wizard']",Uncommon,2,2
5187,Siona Captain of the Pyleas,3.0,"['G', 'W']","['Human', 'Soldier']",Uncommon,2,2
5199,Hythonia the Cruel,6.0,['B'],['Gorgon'],Mythic,4,6
5204,Medomai the Ageless,6.0,"['U', 'W']",['Sphinx'],Mythic,4,4
5205,Triad of Fates,4.0,"['B', 'W']","['Human', 'Wizard']",Rare,3,3
5206,Tymaret the Murder King,2.0,"['B', 'R']","['Zombie', 'Warrior']",Rare,2,2
5207,Orim Samite Healer,3.0,['W'],"['Human', 'Cleric']",Rare,1,3
5208,Commander Greven il-Vec,6.0,['B'],"['Phyrexian', 'Human', 'Warrior']",Rare,7,5
5210,Eladamri Lord of Leaves,2.0,['G'],"['Elf', 'Warrior']",Rare,2,2
5211,Selenia Dark Angel,5.0,"['B', 'W']","['Phyrexian', 'Angel']",Rare,3,3
5212,Vhati il-Dal,4.0,"['B', 'G']","['Human', 'Warrior']",Rare,3,3
5213,Major Teroh,4.0,['W'],"['Bird', 'Soldier']",Rare,2,3
5217,Balthor the Stout,3.0,['R'],"['Dwarf', 'Barbarian']",Rare,2,2
5237,Tivadar of Thorn,3.0,['W'],"['Human', 'Knight']",Rare,2,2
5240,Lim-Dûl the Necromancer,7.0,['B'],"['Human', 'Wizard']",Rare,4,4
5244,Thelon of Havenwood,2.0,['G'],"['Elf', 'Druid']",Rare,2,2
5245,Dralnu Lich Lord,5.0,"['B', 'U']","['Zombie', 'Wizard']",Rare,3,3
5249,Saffi Eriksdotter,2.0,"['G', 'W']","['Human', 'Scout']",Rare,2,2
5282,Rayne Academy Chancellor,3.0,['U'],"['Human', 'Wizard']",Rare,1,1
5283,Rofellos Llanowar Emissary,2.0,['G'],"['Elf', 'Druid']",Rare,2,1
5284,Jalum Grifter,5.0,['R'],['Devil'],Rare,3,5
5285,Timmy Power Gamer,4.0,['G'],"['Human', 'Gamer']",Rare,1,1
5286,Radiant Archangel,5.0,['W'],['Angel'],Rare,3,3
5287,Multani Maro-Sorcerer,6.0,['G'],['Elemental'],Rare,*,*
5301,Frankie Peanuts,4.0,['W'],"['Elephant', 'Rogue']",Rare,2,3
5302,Syr Cadian Knight Owl,5.0,['W'],"['Bird', 'Knight']",Rare,4,4
5303,Alexander Clamilton,3.0,['U'],"['Clamfolk', 'Advisor', 'Rebel']",Rare,0,4
5304,Johnny Combo Player,4.0,['U'],"['Human', 'Gamer']",Rare,1,1
5306,Acornelia Fashionable Filcher,4.0,['B'],['Squirrel'],Rare,3,3
5307,Stet Draconic Proofreader,6.0,['R'],"['Dragon', 'Bureaucrat']",Rare,4,4
5308,Pippa Duchess of Dice,3.0,['G'],"['Human', 'Noble']",Rare,2,2
5309,Surgeon General Commander,4.0,['G'],"['Wombat', 'Bat', 'Chameleon']",Mythic,3,3
5311,Katerina of Myra's Marvels,4.0,['W'],"['Human', 'Performer']",Rare,3,3
5312,Solaflora Intergalactic Icon,5.0,['W'],"['Human', 'Guest']",Rare,3,3
5313,Fluros of Myra's Marvels,4.0,['U'],"['Merfolk', 'Performer']",Rare,3,4
5314,Nocturno of Myra's Marvels,4.0,['B'],"['Vampire', 'Performer']",Rare,2,2
5315,Devil K. Nevil,3.0,['R'],"['Devil', 'Performer']",Rare,2,1
5316,Ignacio of Myra's Marvels,4.0,['R'],"['Lizard', 'Performer']",Rare,4,3
5317,Vorthos Steward of Myth,2.0,['R'],"['Human', 'Gamer']",Mythic,1,3
5318,Hardy of Myra's Marvels,4.0,['G'],"['Elf', 'Performer']",Rare,4,4
5319,Jermane Pride of the Circus,2.0,['G'],"['Cat', 'Performer']",Rare,2,3
5320,Ambassador Blorpityblorpboop,5.0,"['G', 'U']","['Alien', 'Advisor', 'Guest']",Uncommon,3,3
5321,Angelic Harold,3.0,"['U', 'W']","['Angel', 'Performer']",Uncommon,2,2
5322,"""Brims"" Barone Midway Mobster",5.0,"['B', 'W']","['Human', 'Rogue']",Uncommon,5,4
5323,Captain Rex Nebula,3.0,"['R', 'W']","['Human', 'Pilot', 'Employee']",Rare,2,2
5324,Claire D'Loon Joy Sculptor,2.0,"['U', 'W']","['Human', 'Performer']",Rare,2,3
5325,Dee Kay Finder of the Lost,3.0,"['B', 'U']","['Zombie', 'Employee']",Uncommon,1,4
5326,Grand Marshal Macie,3.0,"['B', 'W']","['Human', 'Performer']",Mythic,2,2
5327,It Came from Planet Glurg,2.0,"['G', 'U']","['Alien', 'Ooze']",Mythic,0,0
5328,Lila Hospitality Hostess,4.0,"['G', 'W']","['Elf', 'Employee']",Mythic,3,3
5329,Magar of the Magic Strings,3.0,"['B', 'R']","['Minotaur', 'Performer']",Mythic,3,3
5330,"Meet and Greet ""Sisay""",2.0,"['G', 'R']","['Elf', 'Performer']",Rare,1,1
5331,Monoxa Midway Manager,4.0,"['B', 'R']","['Vampire', 'Employee']",Uncommon,3,3
5332,The Most Dangerous Gamer,4.0,"['B', 'G']","['Human', 'Gamer', 'Guest']",Rare,2,2
5333,Myra the Magnificent,4.0,"['R', 'U']","['Human', 'Performer']",Mythic,2,4
5334,Pietra Crafter of Clowns,3.0,"['R', 'W']","['Human', 'Clown', 'Artificer']",Uncommon,3,2
5335,Roxi Publicist to the Stars,4.0,"['R', 'U']","['Human', 'Employee']",Uncommon,*,4
5336,The Space Family Goblinson,4.0,"['G', 'R']","['Goblin', 'Guest']",Uncommon,1,1
5337,Spinnerette Arachnobat,5.0,"['B', 'G']","['Spider', 'Performer']",Uncommon,2,4
5338,Truss Chief Engineer,2.0,"['B', 'U']","['Vedalken', 'Rogue', 'Employee']",Rare,1,3
5339,Tusk and Whiskers,5.0,"['G', 'W']","['Elephant', 'Mouse', 'Performer']",Uncommon,4,4
5340,D00-DL Caricaturist,6.0,['UC'],['Robot'],Rare,1,1
5440,Spike Tournament Grinder,4.0,['B'],"['Human', 'Gamer']",Rare,1,1
5441,The Big Idea,6.0,['R'],"['Brainiac', 'Villain']",Rare,4,4
5444,Baron Von Count,3.0,"['B', 'R']","['Human', 'Villain']",Mythic,3,3
5445,Dr. Julius Jumblemorph,4.0,"['G', 'W']",,Mythic,4,4
5446,Grusilda Monster Masher,5.0,"['B', 'R']","['Zombie', 'Villain']",Rare,4,4
5447,Mary O'Kill,6.0,"['B', 'R']","['Human', 'Villain']",Rare,5,5
5448,Ol' Buzzbark,2.0,"['G', 'R']","['Goblin', 'Warrior']",Mythic,3,3
5449,Phoebe Head of S.N.E.A.K.,3.0,"['B', 'U']","['Human', 'Spy']",Mythic,2,3
5450,X,2.0,"['B', 'U']","['Human', 'Spy']",Rare,2,2
5451,Barrin Master Wizard,3.0,['U'],"['Human', 'Wizard']",Rare,1,1
5522,Donal Herald of Wings,4.0,['U'],"['Human', 'Wizard']",Mythic,3,3
5523,Timothar Baron of Bats,6.0,['B'],"['Vampire', 'Noble']",Mythic,4,4
5526,Kamber the Plunderer,4.0,['B'],"['Vampire', 'Rogue']",Rare,3,4
5527,Laurine the Diversion,3.0,['R'],"['Human', 'Rogue']",Rare,3,3
5528,Umbris Fear Manifest,5.0,"['B', 'U']","['Nightmare', 'Horror']",Mythic,1,1
5600,Mowu Loyal Companion,4.0,['G'],['Dog'],Uncommon,3,3
5612,Gallowbraid,5.0,['B'],"['Phyrexian', 'Horror']",Rare,5,5
5613,Morinfen,5.0,['B'],"['Phyrexian', 'Horror']",Rare,5,4
5614,Maraxus of Keld,6.0,['R'],"['Human', 'Warrior']",Rare,*,*
5615,Thada Adel Acquisitor,3.0,['U'],"['Merfolk', 'Rogue']",Rare,2,2
5627,Crucias Titan of the Waves,3.0,"['B', 'R']","['Human', 'Pirate']",Mythic,3,3
5628,Jarsyl Dark Age Scion,3.0,"['G', 'R']","['Human', 'Wizard']",Mythic,3,3
5629,Raddic Tal Zealot,4.0,"['B', 'W']","['Human', 'Knight']",Rare,4,4
5630,Richlau Headmaster,3.0,"['U', 'W']","['Human', 'Advisor']",Mythic,2,4
5631,Rusko Clockmaker,4.0,"['B', 'U']","['Human', 'Artificer']",Rare,3,3
5632,Reezug the Bonecobbler,2.0,['B'],"['Spirit', 'Artificer']",Mythic,1,3
5633,Arvad Weatherlight Smuggler,2.0,"['B', 'W']","['Vampire', 'Knight']",Rare,1,1
5634,Darigaaz Shivan Champion,5.0,"['B', 'G', 'R']",['Dragon'],Mythic,5,5
5635,Niambi Beloved Protector,2.0,"['U', 'W']","['Human', 'Cleric']",Rare,2,2
5636,Slimefoot Thallid Transplant,2.0,"['B', 'G']",['Fungus'],Rare,2,2
5637,Tiana Angelic Mechanic,3.0,"['R', 'W']","['Angel', 'Artificer']",Rare,3,2
5638,Captain Eberhart,2.0,['W'],"['Human', 'Soldier']",Mythic,1,2
5639,Oglor Devoted Assistant,2.0,['U'],['Homunculus'],Mythic,1,1
